25000,1000,-1170.01,0.0000,14.70
50000,2000,-921.19,0.0000,14.14
75000,3000,-745.80,0.0000,14.09
100000,4000,-681.17,0.0000,14.14
125000,5000,-643.20,0.0000,14.19
150000,6000,-624.65,0.0000,14.09
175000,7000,-602.30,0.0000,14.09
200000,8000,-613.73,0.0000,14.06
225000,9000,-612.38,0.0000,14.09
250000,10000,-599.23,0.0000,14.04
275000,11000,-597.10,0.0000,14.08
300000,12000,-597.52,0.0000,14.12
325000,13000,-595.61,0.0000,14.13
350000,14000,-603.37,0.0000,14.19
375000,15000,-588.68,0.0000,14.11
400000,16000,-597.41,0.0000,14.22
425000,17000,-583.71,0.0000,14.20
450000,18000,-580.56,0.0000,14.09
475000,19000,-577.82,0.0000,14.16
500000,20000,-575.48,0.0000,14.16
525000,21000,-572.46,0.0000,14.16
550000,22000,-579.99,0.0000,14.18
575000,23000,-573.71,0.0000,14.12
600000,24000,-573.52,0.0000,14.16
625000,25000,-573.65,0.0000,14.14
650000,26000,-575.25,0.0000,14.16
675000,27000,-578.63,0.0000,14.08
700000,28000,-577.47,0.0000,14.44
725000,29000,-575.79,0.0000,15.23
750000,30000,-575.26,0.0000,15.07
775000,31000,-574.21,0.0000,15.41
800000,32000,-575.85,0.0000,14.89
825000,33000,-574.72,0.0000,14.44
850000,34000,-575.37,0.0000,14.51
875000,35000,-577.88,0.0000,14.64
900000,36000,-580.40,0.0000,15.18
925000,37000,-578.15,0.0000,14.63
950000,38000,-574.32,0.0000,14.91
975000,39000,-572.41,0.0000,14.89
1000000,40000,-570.22,0.0000,14.52
1025000,41000,-571.98,0.0000,15.11
1050000,42000,-568.00,0.0000,14.49
1075000,43000,-564.74,0.0000,14.56
1100000,44000,-574.67,0.0000,15.39
1125000,45000,-571.68,0.0000,15.05
1150000,46000,-571.72,0.0000,14.38
1175000,47000,-567.92,0.0000,14.31
1200000,48000,-572.41,0.0000,14.49
1225000,49000,-564.60,0.0000,14.50
1250000,50000,-567.51,0.0000,14.66
1275000,51000,-563.86,0.0000,14.95
1300000,52000,-562.90,0.0000,14.91
1325000,53000,-565.90,0.0000,15.21
1350000,54000,-558.56,0.0000,14.86
1375000,55000,-558.45,0.0000,14.86
1400000,56000,-559.46,0.0000,14.80
1425000,57000,-555.06,0.0000,14.92
1450000,58000,-554.25,0.0000,14.85
1475000,59000,-552.22,0.0000,14.62
1500000,60000,-555.15,0.0000,14.52
1525000,61000,-556.18,0.0000,14.49
1550000,62000,-550.25,0.0000,14.84
1575000,63000,-552.25,0.0000,14.78
1600000,64000,-552.63,0.0000,14.59
1625000,65000,-548.20,0.0000,14.57
1650000,66000,-547.36,0.0000,14.66
1675000,67000,-548.68,0.0000,15.41
1700000,68000,-551.15,0.0000,15.43
1725000,69000,-553.40,0.0000,14.95
1750000,70000,-547.39,0.0000,15.17
1775000,71000,-543.82,0.0000,15.13
1800000,72000,-542.66,0.0000,15.47
1825000,73000,-544.61,0.0000,15.16
1850000,74000,-545.74,0.0000,14.91
1875000,75000,-537.97,0.0000,15.09
1900000,76000,-542.84,0.0000,14.91
1925000,77000,-533.76,0.0000,15.16
1950000,78000,-538.00,0.0000,15.32
1975000,79000,-540.14,0.0000,14.80
2000000,80000,-536.08,0.0000,14.94
2025000,81000,-538.10,0.0000,14.90
2050000,82000,-537.42,0.0000,14.86
2075000,83000,-533.05,0.0000,14.88
2100000,84000,-533.36,0.0000,14.70
2125000,85000,-542.37,0.0000,14.85
2150000,86000,-528.28,0.0000,14.97
2175000,87000,-527.61,0.0000,14.87
2200000,88000,-530.62,0.0000,15.06
2225000,89000,-526.66,0.0000,15.01
2250000,90000,-528.87,0.0000,14.74
2275000,91000,-529.53,0.0000,14.77
2300000,92000,-528.98,0.0000,14.53
2325000,93000,-523.21,0.0000,14.52
2350000,94000,-528.65,0.0000,14.54
2375000,95000,-524.84,0.0000,14.78
2400000,96000,-523.42,0.0000,14.57
2425000,97000,-520.75,0.0000,15.01
2450000,98000,-521.00,0.0000,14.99
2475000,99000,-525.03,0.0000,14.80
2500000,100000,-514.83,0.0000,14.46
2525000,101000,-520.59,0.0000,14.78
2550000,102000,-522.23,0.0000,14.76
2575000,103000,-519.65,0.0000,14.56
2600000,104000,-521.04,0.0000,14.50
2625000,105000,-516.97,0.0000,14.44
2650000,106000,-514.50,0.0000,14.86